text_column,label_column,processed_text,numeric_label
"bukan rahasia lagi kalau ke bandung tidak lengkap kalau belum ke dago pakar untuk lihat indah nya bandung dari atas . pilihan kami jatuh ke sierra karena terakhir ke sana , saya terkesan sekali dan makanan nya juga enak .",positive,"['tidak_rahasia', 'bandung', 'tidak_lengkap', 'dago', 'pakar', 'lihat', 'indah', 'bandung', 'pilih', 'jatuh', 'sierra', 'kes', 'makan', 'enak']",2
"hindu anjing , kristen babi , hindu setan , kristen iblis , hindu dan kristen tidak punya hati mereka pemakan babi .",negative,"['hindu', 'anjing', 'kristen', 'babi', 'hindu', 'setan', 'kristen', 'iblis', 'hindu', 'kristen', 'tidak_punya', 'hati', 'makan', 'babi']",0
"rumah makan dengan gaya zaman dahulu di bandung . lokasi nya di ujung jalan dan di pusat kota . kami makan saat itu sudah jam 9 malam sehingga tidak banyak pengunjung nya . pelayanan nya cukup cepat dan ramah . saya memesan bakmi campur . mie nya enak , porsi cukup besar . babat nya berwarna hitam dan diiris tipis tipis sehingga tidak alot .",positive,"['rumah', 'makan', 'gaya', 'zaman', 'bandung', 'lokasi', 'ujung', 'jalan', 'pusat', 'kota', 'makan', 'jam', '9', 'malam', 'tidak_banyak', 'unjung', 'layan', 'cepat', 'ramah', 'mes', 'bakmi', 'campur', 'mie', 'enak', 'porsi', 'babat', 'warna', 'hitam', 'iris', 'tipis', 'tipis', 'tidak_alot']",2
minimal kalau tidak mau tak asu asu ke tolong stabilitas sinyal 4 tidak untuk wilayah stadion maguwoharjo - candi sambisari kalasan diy,negative,"['minimal', 'tidak_mau', 'tidak_asu', 'asu', 'tolong', 'stabilitas', 'sinyal', '4', 'tidak_untuk', 'wilayah', 'stadion', 'maguwoharjo', 'candi', 'sambisari', 'kalas', 'diy']",0
tidak keren,negative,['tidak_keren'],0
"harga nya 26 ribu , porsi mengenyangkan , dengan rasa yang enak . samchan nya tidak kebanyakan , tidak kekurangan juga , porsi nya pas .",positive,"['harga', '26', 'ribu', 'porsi', 'kenyang', 'enak', 'samchan', 'tidak_banyak', 'tidak_kurang', 'porsi', 'pas']",2
sudah semua dukung kang ridwan kamil psti menang kang ridwan kamil nu bogana oge bobotoh sajawa barat tenang ulah sieun saya sudah tahu semua ya pasti menang,positive,"['dukung', 'kang', 'ridwan', 'kamil', 'psti', 'menang', 'kang', 'ridwan', 'kamil', 'nu', 'bogana', 'oge', 'bobotoh', 'sajawa', 'barat', 'tenang', 'ulah', 'sieun', 'ya', 'menang']",2
"bagi yang paham konstelasi politik suksesi nasional di luar soal sipil atau militer adalah juga soal jawa dan di luar jawa bukan rasis tapi ini sudah menjadi patron kekinian presiden orang jawa , wapres nya dari luar jawa jadi soal jokowi - ahy atau jokowi - prabowo adalah nonsense",negative,"['paham', 'konstelasi', 'politik', 'suksesi', 'nasional', 'sipil', 'militer', 'jawa', 'jawa', 'tidak_ras', 'patron', 'presiden', 'orang', 'jawa', 'wapres', 'jawa', 'jokowi', 'ahy', 'jokowi', 'prabowo', 'nonsense']",0
"kalau nanti timnas indonesia di curangi , kita bakar saja stadion nya !",negative,"['timnas', 'indonesia', 'curang', 'bakar', 'stadion']",0
"rasa makanan tidak ada yang istimewa , dan saya punya pengalaman buruk makan di sini . pertama makanan yang teman saya pesan ribu tidak datang-datang sampai satu jam lebih . setelah 2x bertanya kepada pelayan akhirnya datanglah masakan ke meja kami . dan ternyata yang sayang malah sirloin yang tidak kamu pesan .",negative,"['makan', 'tidak_ada', 'istimewa', 'alam', 'buruk', 'makan', 'makan', 'teman', 'pesan', 'ribu', 'tidak_datang', 'jam', '2x', 'layan', 'masakan', 'meja', 'nyata', 'sayang', 'sirloin', 'tidak_kamu', 'pesan']",0
instagram sangat bagus dan memiliki fitur yang lengkap,positive,"['instagram', 'bagus', 'milik', 'fitur', 'lengkap']",2
"pada kunjungan kami kali ini bandung , kami memilih ampera untuk dijadikan tempat makan siang kami sekeluarga . masakan khas sunda ini sudah memiliki gerai di berbagai kota-kota besar . rasanya sama enak nya di setiap gerai nya . dengan memiliki harga yang terjangkau , menjadikan gerai ini selalu ramai dikunjungi oleh orang ramai . selamat menikmati .",positive,"['kunjung', 'kali', 'bandung', 'pilih', 'ampera', 'makan', 'siang', 'keluarga', 'masakan', 'khas', 'sunda', 'milik', 'gerai', 'kota', 'kota', 'enak', 'gerai', 'milik', 'harga', 'jangkau', 'gerai', 'ramai', 'kunjung', 'orang', 'ramai', 'selamat', 'nikmat']",2
jangan pilih ah deh . bapak nya saja terkena masalah lalu . bisa saja anak nya nanti memimpin juga kena masalah yang sama . satu keluarga korupsi semua .,negative,"['pilih', 'ah', 'deh', 'kena', 'anak', 'pimpin', 'kena', 'keluarga', 'korupsi']",0
"rumah makan khas sunda , tempat nya nyaman dan bersih . menu makanan nya cukup variatif dan ada menu nasi liwet yang enak , . harga terjangkau .",positive,"['rumah', 'makan', 'khas', 'sunda', 'nyaman', 'bersih', 'menu', 'makan', 'variatif', 'menu', 'nasi', 'liwet', 'enak', 'harga', 'jangkau']",2
"sirloin steak dengan barbeque sauce yang benar-benar beda , rasanya khas , enak , porsi mengenyangkan , tidak rugilah buat beli nya , harga di bawah 30 ribu rupiah , beli di yogya kepatihan .",positive,"['sirloin', 'steak', 'barbeque', 'sauce', 'beda', 'khas', 'enak', 'porsi', 'kenyang', 'tidak_rugi', 'beli', 'harga', '30', 'ribu', 'rupiah', 'beli', 'yogya', 'patih']",2
"warung nya sederhana banget , malah tidak terlihat kalau ternyata kupat tahu ini digandrungi banyak orang . setelah mencoba ternyata mantap pemirsa . sambal kacang nya mantap , kalau tidak suka terlalu manis bisa pesan tidak usah pakai kecap . tahu nya juga kenyal , cocok buat penikmat tahu kayak saya ini . kalau kupat nya sendiri menurut saya kurang soal nya bukan dari kupat asli dan nasi / beras nya kurang .",positive,"['warung', 'sederhana', 'banget', 'tidak_lihat', 'nyata', 'kupat', 'gandrung', 'orang', 'coba', 'nyata', 'mantap', 'pirsa', 'sambal', 'kacang', 'mantap', 'tidak_suka', 'manis', 'pesan', 'tidak_usah', 'pakai', 'kecap', 'kenyal', 'cocok', 'nikmat', 'kayak', 'kupat', 'tidak_dari', 'kupat', 'asli', 'nasi', 'beras']",2
ini terkait kasus blbi yang ramai saat ini . beberapa mantan petinggi jaman nya sudah banyak dipanggil kpk .,neutral,"['kait', 'blbi', 'ramai', 'mantan', 'petinggi', 'jaman', 'panggil', 'kpk']",1
saya bukan hti . dan saya sangat marah atas perbuatan kalian .,negative,"['tidak_hti', 'marah']",0
kecewa banget sama pelayanan saya penjual aktif di marketplace ini . produk yang dijual jam tangan . buka toko belum sebulan tetapi 12 produk saya sudah dihapus . ini hubungan toko saya .,negative,"['kecewa', 'banget', 'layan', 'jual', 'aktif', 'marketplace', 'produk', 'jual', 'jam', 'tangan', 'buka', 'toko', '12', 'produk', 'hapus', 'hubung', 'toko']",0
di mana standar kfc sama sih menurut saya nothing spesial . buat pencinta makanan junkfood kfc jadi tempat pelampiasan untuk rasa sih standar saja di mana sama tidak ada yang bagaimana bagaimana getol .,negative,"['standar', 'kfc', 'nothing', 'spesial', 'cinta', 'makan', 'junkfood', 'kfc', 'lampias', 'standar', 'tidak_ada', 'getol']",0
"restoran favorit keluarga , harga terjangkau dan rasa cukup menekan . kalau ke sini selalu pesan bapak pandan . menu yang lain juga enak . minuman nya enak juga .",positive,"['restoran', 'favorit', 'keluarga', 'harga', 'jangkau', 'tekan', 'pesan', 'pandan', 'menu', 'enak', 'minum', 'enak']",2
"baru ini kecewa sama xiaomi store , masang tempered glass saja tidak bisa , 3x pasang ulang tempered glass nya supaya benar dan bersih , eh malah jadi garis dan timbul kalau diraba . harga mahal tapi pelayanan mengecewakan banget . shame on kamu",negative,"['kecewa', 'xiaomi', 'store', 'masang', 'tempered', 'glass', 'tidak_bisa', '3x', 'pasang', 'ulang', 'tempered', 'glass', 'bersih', 'eh', 'garis', 'timbul', 'raba', 'harga', 'mahal', 'layan', 'kecewa', 'banget', 'shame', 'on']",0
"jokowi itu , banyak gaya dan seribu gaya , perkata nya penuh dengan dusta dan pembohong publik , siapa yang suka dengan pemimpin penipu dan dusta , oleh karena itu kami umat islam mengharap kan pilih jokowi di tahun 2019 , demi bangsa aku indonesia tercinta dan pancasila aku , tersayang",negative,"['jokowi', 'gaya', 'ribu', 'gaya', 'penuh', 'dusta', 'bohong', 'publik', 'suka', 'pimpin', 'tipu', 'dusta', 'umat', 'islam', 'harap', 'pilih', 'jokowi', '2019', 'bangsa', 'indonesia', 'cinta', 'pancasila', 'sayang']",0
hebat,positive,['hebat'],2
"es tebu segar , cara jualan nya juga higienis , dan tebu yang dipakai dari tebu hijau benar-benar alami menyegarkan",positive,"['es', 'tebu', 'segar', 'jual', 'higienis', 'tebu', 'pakai', 'tebu', 'hijau', 'alami', 'segar']",2
"bagi pecinta kuliner , kampung daun memang menjadi restorant favorit . makanan khas sunda yang memang sangat luar biasa , dari tempat , suasana dan penyajian memang nilai plus untuk kampung daun . rasa dan harga memang tidak bisa bohong .",positive,"['cinta', 'kuliner', 'kampung', 'daun', 'restorant', 'favorit', 'makan', 'khas', 'sunda', 'suasana', 'saji', 'nilai', 'plus', 'kampung', 'daun', 'harga', 'tidak_bisa', 'bohong']",2
kue di sini rasanya cukup enak . yang mango dan chocolate enak . anak-anak saya suka macaron - nya . tempat makan yang cukup nyaman di tengah keramaian mal trans stusio mal .,positive,"['kue', 'enak', 'mango', 'chocolate', 'enak', 'anak', 'anak', 'suka', 'macaron', 'makan', 'nyaman', 'ramai', 'mal', 'trans', 'stusio', 'mal']",2
tidak kotor,positive,['tidak_kotor'],2
3 tahun dong makan siang di warteg inii terus . memang sempat bosan sama menu nya . tetapi ngangenikan juga ternyata . sekarang masih sering mampir untuk makan sop buntut atau soto babatnyaaa,positive,"['3', 'makan', 'siang', 'warteg', 'bosan', 'menu', 'ngangenikan', 'nyata', 'mampir', 'makan', 'sop', 'buntut', 'soto', 'babatnyaaa']",2
jual pembalut pergelangan tangan wrist band / wrist wrap - toko olahraga paser jaya tokopedia lewat,neutral,"['jual', 'balut', 'gelang', 'tangan', 'wrist', 'band', 'wrist', 'wrap', 'toko', 'olahraga', 'paser', 'jaya', 'tokopedia']",1
"logo golkar , mungkin yang menyumbang dari partai golkar .",neutral,"['logo', 'golkar', 'sumbang', 'partai', 'golkar']",1
jadi di sini yang harus nya di kembalikan itu uang sejumlah invoice pembelian kami,neutral,"['uang', 'invoice', 'beli']",1
"karena favorit sate ayam dan kambing , ke mana saja pasti kita cari tempat nya . ukuran sate nya di sini cukup besar dan lumayan enak dan diberi acar . yang kalau di surabaya hanya irisan bawang merah saja . rasa bumbu kacang nya lumayan enak .",positive,"['favorit', 'sate', 'ayam', 'kambing', 'cari', 'ukur', 'sate', 'lumayan', 'enak', 'acar', 'surabaya', 'iris', 'bawang', 'merah', 'bumbu', 'kacang', 'lumayan', 'enak']",2
"pertama x coba ke sini bareng keluarga , duduk tidak dikasih menu . lalu menu minta dan menu nya sudah hancur banget lepas2 begitu buku menu nya . keadaan meja dan kursi agak kotor dan tidak terawat . waktu lagi melihat menu , pelayan nya laki-laki bilang : agak cepat ya pesan nya . di atas ada yang pesan puluhan orang ! tidak sopan banget sangat bad sikap . akhirnya hanya pesan minuman dan kita langsung . lanjutan",negative,"['x', 'coba', 'bareng', 'keluarga', 'duduk', 'tidak_kasih', 'menu', 'menu', 'menu', 'hancur', 'banget', 'lepas2', 'buku', 'menu', 'meja', 'kursi', 'kotor', 'tidak_awat', 'lihat', 'menu', 'layan', 'laki', 'laki', 'bilang', 'cepat', 'ya', 'pesan', 'pesan', 'puluh', 'orang', 'tidak_sopan', 'banget', 'bad', 'sikap', 'pesan', 'minum', 'langsung']",0
replying to swasta pada ngawur nih acara nya film belum pda selesai malah sudah ganti film baru . benci,negative,"['replying', 'to', 'swasta', 'ngawur', 'nih', 'acara', 'film', 'pda', 'selesai', 'ganti', 'film', 'benci']",0
"la baraga terletak di tengah jalan braga , bandung . restoran ini menyediakan pilihan makanan yang cukup lengkap , mulai dari steak , pasta , masakan lokal , dan aneka minuman . ulasan ringkas saya , la baraga memiliki lokasi strategis , suasana yang menyenangkan , dekorasi apik , dan penuh music . rekomendasi adalah sop buntut bakar sedikit minus poin di kuah , rasa cengkeh nya terlalu kuat . pastikan tanyakan dahulu berapa lama . lanjutan",positive,"['la', 'baraga', 'letak', 'jalan', 'braga', 'bandung', 'restoran', 'sedia', 'pilih', 'makan', 'lengkap', 'steak', 'pasta', 'masakan', 'lokal', 'aneka', 'minum', 'ulas', 'ringkas', 'la', 'baraga', 'milik', 'lokasi', 'strategis', 'suasana', 'senang', 'dekorasi', 'apik', 'penuh', 'music', 'rekomendasi', 'sop', 'buntut', 'bakar', 'minus', 'poin', 'kuah', 'cengkeh', 'kuat']",2
nasi campur mengandung babi . depot lama depan klenteng . rasa standar . tanpa saos . jangan berharap layanan bagus . harga 40 ribu .,negative,"['nasi', 'campur', 'kandung', 'babi', 'depot', 'klenteng', 'standar', 'saos', 'harap', 'layan', 'bagus', 'harga', '40', 'ribu']",0
tempat ini suasana nya romantis . cocok datang ke tempat ini dengan pasangan . udara dingin dan sejuk . pemandangan indah . harga makanan cukup tinggi . sepadan to dicoba .,positive,"['suasana', 'romantis', 'cocok', 'pasang', 'udara', 'dingin', 'sejuk', 'pandang', 'indah', 'harga', 'makan', 'padan', 'to', 'coba']",2
"mengurusi karyawan sendiri saja tidak becus , kok tidak merasa malu mengaku memiliki solusi memperbaiki ekonomi nkri",negative,"['urus', 'karyawan', 'tidak_becus', 'tidak_rasa', 'malu', 'milik', 'solusi', 'baik', 'ekonomi', 'nkri']",0
lomie karuhun sejak lama di bandung sudah terkenal : memamg lomie karuhun tidak ada dua nya . enaklah .,positive,"['lomie', 'karuhun', 'bandung', 'kenal', 'memamg', 'lomie', 'karuhun', 'tidak_ada', 'enak']",2
"say rada-rada , nih , malah melindungkan demis biar rumah demis tidak perlu digeledah , say lagi cari muka biar dapat banyak dukungan , kali , ya .",negative,"['say', 'rada', 'rada', 'nih', 'lindung', 'demis', 'biar', 'rumah', 'demis', 'tidak_perlu', 'geledah', 'say', 'cari', 'muka', 'biar', 'dukung', 'kali', 'ya']",0
"saya tahu mas kesal banget . mas fadlil memang salah tapi sampai bully personal lift nya di instagram dan facebook memang keterlaluan banget sih , bagaimana pun itu kan privasi dia . kecewa bikin konten kritis di tapi ternyata main persekusi begini .",negative,"['mas', 'kesal', 'banget', 'mas', 'fadlil', 'salah', 'bully', 'personal', 'lift', 'instagram', 'facebook', 'banget', 'privasi', 'kecewa', 'bikin', 'konten', 'kritis', 'nyata', 'main', 'persekusi']",0
"sate legendaris di bandung , daging kambing nya empuk , dicampur dengan kuah gule dan acar , rasanya ingin menambah terus nasi",positive,"['sate', 'legendaris', 'bandung', 'daging', 'kambing', 'empuk', 'campur', 'kuah', 'gule', 'acar', 'nasi']",2
penerima wenny silfanus handphone 08569030856 isi paket sepatu almt tj duren timur no 109 prap manjur depan sampai 69 pengirim dari medan,neutral,"['terima', 'wenny', 'silfanus', 'handphone', '08569030856', 'isi', 'paket', 'sepatu', 'almt', 'tj', 'duren', 'timur', 'no', '109', 'prap', 'manjur', '69', 'kirim', 'medan']",1
kebetulan saya datang bukan untuk menginap tapi hanya makan di restauran di hotel ini . tempat nya yang bagus dan pemandangan yang indah dan sejuk dengan pepohonan di sekitar hotel padma ini semakin menyenangkan . makanan yang saya pesan juga enak dan pelayanan nya juga baik .,positive,"['tidak_untuk', 'inap', 'makan', 'restauran', 'hotel', 'bagus', 'pandang', 'indah', 'sejuk', 'pohon', 'hotel', 'padma', 'senang', 'makan', 'pesan', 'enak', 'layan', 'baik']",2
tidak tenang,negative,['tidak_tenang'],0
pelayanan yang buruk . !!!! semua serba lambat dan kacau . pelayan terlalu lama dan makanan nya tidak enak . !!! sudah begitu mahal banget . !!!,negative,"['layan', 'buruk', 'serba', 'lambat', 'kacau', 'layan', 'makan', 'tidak_enak', 'mahal', 'banget']",0
"lokasi di simpang dago , tempat nya asik untuk nongkrong . beragam rasa ramen ditawarkan , dengan harga yang sangat terjangkau , makanan pencuci mulut nya juga enak . untuk yang mencari ramen murah meriah dengan rasa lumayan enak , mungkin bisa jadi pilihan .",positive,"['lokasi', 'simpang', 'dago', 'asik', 'nongkrong', 'agam', 'ramen', 'tawar', 'harga', 'jangkau', 'makan', 'cuci', 'mulut', 'enak', 'cari', 'ramen', 'murah', 'riah', 'lumayan', 'enak', 'pilih']",2
"kata nya detil aroma chamomile , tapi kok bau nya tidak enak begini sih",negative,"['detil', 'aroma', 'chamomile', 'bau', 'tidak_enak']",0
bosan karena hilang nya kepercayaan karena sering dibohongin,negative,"['bosan', 'hilang', 'percaya', 'dibohongin']",0
"saya sangat kecewa dengan dap yang bermain taktik kotor , berbohong kepada rakyat konon nya supp beri wang kepada pengundi , malah mempersendakan saya , .",negative,"['kecewa', 'dap', 'main', 'taktik', 'kotor', 'bohong', 'rakyat', 'konon', 'supp', 'wang', 'undi', 'senda']",0
"kata-kata mb yenny sangat bijaksana . menjaga perasaan pak prabowo , namun mata hati yang jernih bisa melihat apa yang sebenarnya ada di dalam batin mb . saya sangat apresiasi sikap-sikap seperti ini . menyerukan . rendah hati .",positive,"['mb', 'yenny', 'bijaksana', 'jaga', 'asa', 'prabowo', 'mata', 'hati', 'jernih', 'lihat', 'batin', 'mb', 'apresiasi', 'sikap', 'sikap', 'seru', 'rendah', 'hati']",2
banyak tingkah anjing . kesal saya melihat nya,negative,"['tingkah', 'anjing', 'kesal', 'lihat']",0
riset operasi edisi 2 - sri mulyono,neutral,"['riset', 'operasi', 'edisi', '2', 'sri', 'mulyono']",1
sandi memang hebat dalam memimpin,positive,"['sandi', 'hebat', 'pimpin']",2
"lokasi kampung bareto ini di daerah padasuka . angklung mang udjo masih terus ke atas , arah bukit moko . jalan ksana nya memang kecil tapi sampai di sana nyaman banget . cukup luas dengan kontur perbukitan . masing masing area punya keunikan sendiri sendiri . ada yang nyempil ada yang luas dengan area bermain . di sini ada vila nya yang cukup untuk sekitar 20 orang . kamar 3 . dengan balkon . enak buat berkumpul keluarga . tapi kalau tidak menginap juga tetap senang .",positive,"['lokasi', 'kampung', 'bareto', 'daerah', 'padasuka', 'angklung', 'mang', 'udjo', 'arah', 'bukit', 'moko', 'jalan', 'ksana', 'nyaman', 'banget', 'luas', 'kontur', 'bukit', 'area', 'uni', 'nyempil', 'luas', 'area', 'main', 'vila', '20', 'orang', 'kamar', '3', 'balkon', 'enak', 'kumpul', 'keluarga', 'tidak_inap', 'senang']",2
"siomay ini pasti bakalan saya coba kalau jalan-jalan di bandung , akan tetapi yang membuat tidak betah antrian nya yang lama sekali dan pelayanan nya yang lambat . sebagai alternatif bisa dicoba batagor riasari yang ada di seberang dengan harga yang relatif sama namun antrean yang tidak mengular .",positive,"['siomay', 'coba', 'jalan', 'jalan', 'bandung', 'tidak_betah', 'antri', 'layan', 'lambat', 'alternatif', 'coba', 'batagor', 'riasari', 'seberang', 'harga', 'relatif', 'antre', 'tidak_ular']",2
"dengar dari mulut ke mulut tentang restoran ini , saking penasaran , saya coba untuk berkunjung . tapi sayang , kalau menurut saya , tidak seperti apa yang banyak diceritakan orang . rasanya biasa-biasanya saja , tidak sesuai saja dengan harga nya . seperti masakan yang baru belajar .",negative,"['dengar', 'mulut', 'mulut', 'restoran', 'saking', 'penasaran', 'coba', 'kunjung', 'sayang', 'tidak_seperti', 'cerita', 'orang', 'tidak_sesuai', 'harga', 'masakan', 'ajar']",0
"saya memutuskan untuk makan di sini dengan sepupu-sepupu saya karena melihat warung bakso boedjangan saat mobil travel kami lewat di depan nya . kami datang saat makan malam dan terkejut karena warung ini ramai sekali , mungkin karena lokasi nya yang dekat dengan beberapa universitas dan tempat nya yang juga tidak luas . kami memesan menu rekomendasi nya , bakso cengek , bakso keju dsn nasi bakso telur asin .",positive,"['putus', 'makan', 'sepupu', 'sepupu', 'lihat', 'warung', 'bakso', 'boedjangan', 'mobil', 'travel', 'makan', 'malam', 'kejut', 'warung', 'ramai', 'lokasi', 'universitas', 'tidak_luas', 'mes', 'menu', 'rekomendasi', 'bakso', 'cengek', 'bakso', 'keju', 'dsn', 'nasi', 'bakso', 'telur', 'asin']",2
"sehabis dari tebing keraton , saya dan bersama peserta trip memutuskan untuk makan siang di boemi joglo . kami memesan nasi liwet dengan porsi untuk 8 orang , nasi liwet baru dihidangkan setelah menunggu 1 jam lebih . itu pun kami harus menunggu lagi sendok , garpu dan piring . terlihat sekali , crew restoran kewalahan saat pengunjung ramai .",negative,"['habis', 'tebing', 'keraton', 'trip', 'putus', 'makan', 'siang', 'boemi', 'joglo', 'mes', 'nasi', 'liwet', 'porsi', '8', 'orang', 'nasi', 'liwet', 'hidang', 'tunggu', '1', 'jam', 'tunggu', 'sendok', 'garpu', 'piring', 'lihat', 'crew', 'restoran', 'kewalahan', 'unjung', 'ramai']",0
"tempat nya sih menarik , mudah dijangkau dari segala arah . menu yang disajikan cukup variatif dan ditata dengan rapi . sebetulnya cukup nikmat , tapi tidak sesuai . daftar harga untuk makanan , sama sekali tidak ada . saya pilih sayur bunga pepaya mungkin ditambah kata pedas . ??? tapi yang disajikan malah lebih banyak cabe nya daripada bunga pepaya .",negative,"['tarik', 'mudah', 'jangkau', 'arah', 'menu', 'saji', 'variatif', 'tata', 'rapi', 'nikmat', 'tidak_sesuai', 'daftar', 'harga', 'makan', 'tidak_ada', 'pilih', 'sayur', 'bunga', 'pepaya', 'pedas', 'saji', 'cabe', 'bunga', 'pepaya']",0
"waroeng steak and shake ini merupakan tempat makan favorit , harga yang ditawarkan masih cocok dengan kantong mahasiswa . untuk menu sebaiknya makan di tempat . salah satu menu favorit saya adalah steak original , dan minuman favorit saya adalah mix juice apel , wortel dan jeruk yang tidak disaring . untuk lokasi juga mudah dijangkau",positive,"['waroeng', 'steak', 'and', 'shake', 'rupa', 'makan', 'favorit', 'harga', 'tawar', 'cocok', 'kantong', 'mahasiswa', 'menu', 'baik', 'makan', 'salah', 'menu', 'favorit', 'steak', 'original', 'minum', 'favorit', 'mix', 'juice', 'apel', 'wortel', 'jeruk', 'tidak_saring', 'lokasi', 'mudah', 'jangkau']",2
"jagoan nya tumbang di jawa , pengamat : ini jalan terjal prabowo di 2019",neutral,"['jago', 'tumbang', 'jawa', 'jalan', 'terjal', 'prabowo', '2019']",1
untung saya dikasih roti sama mamah jadi enggak lapor deh,positive,"['untung', 'kasih', 'roti', 'mamah', 'lapor', 'deh']",2
islam adalah agama kebohongan,negative,"['islam', 'agama', 'bohong']",0
"selamat ya buat pks pdip , saya percaya pks .",positive,"['selamat', 'ya', 'pks', 'pdip', 'percaya', 'pks']",2
"pangsit dan batagor nya enak , apalagi kalau berkuah pedas . cuma tempat nya ini agak sempit , dan sedikit . jadi siap-siap saja untuk antre dan menunggu giliran dapat tempat duduk . sebenarnya tempat makan nya tidak nyaman , tapi karena siomay , pangsit dan batagor nya ini enak . jadi , tidak masalah deh sama tempat yang tidak nyaman ini . terbayar dengan rasa .",positive,"['pangsit', 'batagor', 'enak', 'kuah', 'pedas', 'sempit', 'antre', 'tunggu', 'gilir', 'duduk', 'makan', 'tidak_nyaman', 'siomay', 'pangsit', 'batagor', 'enak', 'tidak_masalah', 'deh', 'tidak_nyaman', 'bayar']",2
"nah , kalau ke kota bandung harus makan bakmio naripan dulu kata nya , kalau tidak makan , nama nya belum ke kota bandung . dan memang bakso nya enak banget sih .",positive,"['kota', 'bandung', 'makan', 'bakmio', 'naripan', 'tidak_makan', 'nama', 'kota', 'bandung', 'bakso', 'enak', 'banget']",2
"saya baru saja ganti kartu yang rusak , tapi tetap tidak ada sinyal .",neutral,"['ganti', 'kartu', 'rusak', 'tidak_ada', 'sinyal']",1
tidak sudi,negative,['tidak_sudi'],0
"untuk apa beli properti di meikarta , tidak ada masa depan nya , mending beli emas",negative,"['beli', 'properti', 'meikarta', 'tidak_ada', 'mending', 'beli', 'emas']",0
"rasa steak saus nya standard , sudah berbeda dengan suis butcher zaman dahulu . area parkir kecil , jadi agak sulit jika di jam-jam makan .",negative,"['steak', 'saus', 'standard', 'beda', 'suis', 'butcher', 'zaman', 'area', 'parkir', 'sulit', 'jam', 'jam', 'makan']",0
terima kasih id buat lotteria nya ! baru saja dapat di,positive,"['terima', 'kasih', 'id', 'lotteria']",2
tidak jijik,positive,['tidak_jijik'],2
"salah satu tempat makan sunda favorit saya . ayam goreng nya enak , campur sambal tomat dan nasi hangat makin nikmat . selalu ramai kalau ke sini apalagi sabtu dan minggu .",positive,"['salah', 'makan', 'sunda', 'favorit', 'ayam', 'goreng', 'enak', 'campur', 'sambal', 'tomat', 'nasi', 'hangat', 'nikmat', 'ramai', 'sabtu', 'minggu']",2
"mahal sinyal kok jelek , berbanding terbalik teman dengan harga paketan nya",negative,"['mahal', 'sinyal', 'jelek', 'banding', 'teman', 'harga', 'paket']",0
"lalu saya percuma dong update nomor telepon genggam terbaru ke pelayanan pelanggan cab bni kalau data di bni masih nomor handphone lama , bagaimana sih pelayanan nya !",negative,"['update', 'nomor', 'telepon', 'genggam', 'layan', 'langgan', 'cab', 'bni', 'data', 'bni', 'nomor', 'handphone', 'layan']",0
"wajar gua ngomel semalam , kan gua cemburu melihat lu pernah foto sama kami lecis",negative,"['wajar', 'gua', 'ngomel', 'malam', 'gua', 'cemburu', 'lihat', 'lu', 'foto', 'lecis']",0
"makanan nya luar biasa enak , tempat nya nyaman , dessert nya super ! yang paling saya suka adalah salad nya dan iga bakar madu . patut dicoba ! sepadan untuk anda money .",positive,"['makan', 'enak', 'nyaman', 'dessert', 'super', 'suka', 'salad', 'iga', 'bakar', 'madu', 'patut', 'coba', 'padan', 'money']",2
"tempat nya sangat bagus apa lagi malam hari di hias dengan lampu-lampu , sangat romantis . cocok buat pasangan . jauh dari keramaian . udara nya sangat dingin . kita dapat melihat ke indahan kota bandung dari atas .",positive,"['bagus', 'malam', 'hias', 'lampu', 'lampu', 'romantis', 'cocok', 'pasang', 'ramai', 'udara', 'dingin', 'lihat', 'indah', 'kota', 'bandung']",2
"kami bangga memiliki presiden seperti beliau . selalu rendah hati , ramah , merakyat dan sederhana we cinta pak jokowi",positive,"['bangga', 'milik', 'presiden', 'beliau', 'rendah', 'hati', 'ramah', 'rakyat', 'sederhana', 'we', 'cinta', 'jokowi']",2
"aku sih tidak begitu tertarik dengan pertandingan nya . buat ku momen emosional nya justru pas diakhir . sedih saja melihat pemain-pemain liperpul nangis , kiper nya minta maaf sambil berlinang air mata . dia pasti menyesal sekali .",negative,"['tidak_begitu', 'tarik', 'tanding', 'ku', 'momen', 'emosional', 'pas', 'sedih', 'lihat', 'main', 'main', 'liperpul', 'nang', 'kiper', 'maaf', 'linang', 'air', 'mata', 'sesal']",0
"silakan untuk kamu mengakses tokopedia melalui browser pada pc / laptop / desktop , kemudian masuk ke halaman tokocash , pilih kategori pengembalian pada history transaksi , dan klik tombol pindahkan -",neutral,"['sila', 'akses', 'tokopedia', 'browser', 'pc', 'laptop', 'desktop', 'masuk', 'halaman', 'tokocash', 'pilih', 'kategori', 'history', 'transaksi', 'klik', 'tombol', 'pindah']",1
tempat nya lucu dengan desain tradisional . makanan nya pun tradisional . di sini jual mainan zaman dahulu juga . saya pesan mi jawa . rasa mi jawa nya biasa saja dan harga nya mahal .,negative,"['lucu', 'desain', 'tradisional', 'makan', 'tradisional', 'jual', 'main', 'zaman', 'pesan', 'mi', 'jawa', 'mi', 'jawa', 'harga', 'mahal']",0
